date,hour,temperature_c,humidity_percent,wind_speed_ms,wind_speed_kmh,visibility_km,dew_point_temperature_c,solar_radiation_mj_m2,rainfall_mm,snowfall_cm,rented_bike_count,seasons,holiday,functioning_day,data_source
17/03/2025,19,5.760355719476429,90,5.53848323741644,19.9,14.6,3.760355719476429,0,0,0,281,Spring,No Holiday,Yes,Generated Seoul Data
17/03/2025,20,3.669709326207852,64.5417507642205,4.076656897476799,14.7,9.1,-3.4219405209480493,0,1,0,59,Spring,No Holiday,Yes,Generated Seoul Data
17/03/2025,21,9.700961602931608,67.64495370688853,2.413659337326848,8.7,12.7,3.2299523443093143,0,4,0,23,Spring,No Holiday,Yes,Generated Seoul Data
17/03/2025,22,5.127061551214361,76.57903843482518,1.4345192494394463,5.2,19.1,0.44286923817939616,0,0,0,19,Spring,No Holiday,Yes,Generated Seoul Data
17/03/2025,23,7.71453381632486,88.40497947630031,5.228565980572398,18.8,19.5,5.395529711584922,0,1,0,14,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,0,9.736052671920152,68.76798178154422,6.186238871894066,22.3,15.1,3.489649028228997,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,1,7.388308172307822,61.703505176999926,3.90630514714873,14.1,9.3,-0.27099079229219303,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,2,12.006734859192127,63.37439530914149,3.030441761101251,10.9,13.8,4.681613921020425,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,3,15.825282826592073,54.20768023142379,5.532928886232455,19.9,17.2,6.66681887287683,0,2,0,0,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,4,17.96781656086634,68.39729396939127,5.5018664384228835,19.8,18.8,11.647275354744593,0,1,0,0,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,5,17.282351827222836,69.53510624233446,3.1004192618059894,11.2,15.6,11.18937307568973,0,1,0,14,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,6,16.128682779002506,69.34605736239551,5.47903685071527,19.7,13.8,9.99789425148161,0,0,0,112,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,7,14.463885259387663,50.279278572708016,3.892138087903008,14,14.1,4.519740973929267,0.5694018992255456,1,0,276,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,8,16.814841292343694,67.1188491983806,1.9047875581984797,6.9,8.6,10.238611132019814,1.0999999999999999,0,0,273,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,9,13.807254614786949,80.53106751370045,6.4053825150123185,23.1,13,9.913468117527039,1.5556349186104046,0,0,237,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,10,15.890347259775936,56.37135086563858,5.840399681721097,21,18.4,7.164617432903652,1.905255888325765,0,0,80,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,11,6.839390950610078,65.344912743239007,3.2254172094009355,11.6,21.6,-0.09162650074212131,2.1250368178359507,0,0,86,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,12,16.03709529625116,67.01390019456433,0.5216309785279498,1.9,11,9.439875335164025,2.2,0,0,135,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,13,11.187299688965226,84.6437812164001,3.029219729102821,10.9,19.3,8.116055932245246,2.1250368178359507,0,0,125,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,14,13.06998733978432,60.496744675987614,2.6178721981152626,9.4,12.2,5.169336274981842,1.9052558883257653,2,0,157,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,15,9.812675758259925,61.689344412891344,3.1744180641211464,11.4,11.1,2.150544640838193,1.5556349186104048,1,0,68,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,16,9.595661258682231,70.0769580538588,3.7484173747371585,13.5,15.6,3.6110528694539914,1.0999999999999999,0,0,74,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,17,6.134063573517089,59.4164611655632,0.5591435749593661,2,12.4,-1.9826441933702714,0.5694018992255463,0,0,313,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,18,7.667762335624462,69.05119574739258,3.7021564534734903,13.3,13.3,1.478001485102979,2.6942229581241775e-16,1,0,335,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,19,8.238544377866818,58.44298589016352,5.029659590797557,18.1,14,-0.07285844410047737,0,0,1,288,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,20,8.155862606337621,67.95770762594132,4.046961659054896,14.6,18.9,1.7474041315258857,0,0,0,61,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,21,6.205370878074403,55.236987141466976,4.579929245646484,16.5,12.8,-2.7472316936322017,0,0,0,37,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,22,7.29513584553591,52.54084078220108,5.724488738706183,20.6,18.8,-2.1966959980238734,0,0,0,25,Spring,No Holiday,Yes,Generated Seoul Data
18/03/2025,23,9.651497178414944,49.94086839005473,0.2828657797612184,1,11.9,-0.36032914357410917,0,0,1,18,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,0,13.313192446706347,69.6953991650679,3.144544759437014,11.3,17.4,7.252272279719927,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,1,14.294541865149444,64.67259390232803,2.1566327800374863,7.8,15.4,7.229060645615051,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,2,9.459390648763186,59.91752791529959,4.444943643278898,16,16.8,1.442896231823104,0,1,0,0,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,3,13.110968009633615,55.242018901336074,4.846393136731361,17.4,12.7,4.159371789900829,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,4,17.118094042198496,65.55961942607189,1.835279407689998,6.6,22.1,10.230017927412874,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,5,14.528743221307685,90,2.836528645394833,10.2,20.9,12.528743221307685,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,6,17.291367639787136,75.77426578390202,4.218818132476418,15.2,15.9,12.446220796567541,0,0,0,92,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,7,19.010010120414147,66.80709084705225,4.4775713952580265,16.1,12.8,12.371428289824598,0.5694018992255456,0,0,304,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,8,14.573723322326861,48.81289163620167,3.9324481589889855,14.2,13.4,4.336301649567195,1.0999999999999999,0,0,267,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,9,14.165822276454627,48.886755063162376,4.119879401960135,14.8,18.5,3.9431732890871025,1.5556349186104046,0,0,261,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,10,15.770021932001864,71.74009348917768,5.704001519274506,20.5,17.3,10.1180406298374,1.905255888325765,1,0,36,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,11,8.286607817033458,72.80687418060477,6.790400706142338,24.4,16.5,2.8479826531544106,2.1250368178359507,0,0,17,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,12,11.248173808384827,78.11260753427553,1.46746908333601,5.3,21.2,6.870695315239932,2.2,2,0,110,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,13,7.799191565115197,51.04720679619839,1.7642149209254971,6.4,7.6,-1.9913670756451252,2.1250368178359507,0,0,71,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,14,9.551764438040637,59.64374835221358,3.904709211090589,14.1,9.2,1.4805141084833533,1.9052558883257653,0,0,152,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,15,4.692036552049321,65.33599867328304,3.4199121474011025,12.3,16.6,-2.2407637132940703,1.5556349186104048,1,0,33,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,16,6.055586001131184,60.65779475661013,6.4259049441245235,23.1,15.5,-1.8128550475467904,1.0999999999999999,0,0,58,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,17,9.046898895082753,71.2264254092016,3.4661714597627453,12.5,11.2,3.2921839769230727,0.5694018992255463,0,0,312,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,18,12.376728844681836,53.341808277407964,2.7556553376364685,9.9,15.9,3.045090500163429,2.6942229581241775e-16,0,0,377,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,19,12.368917012975976,59.89354982288824,2.5985952453282137,9.4,3.5,4.347626977553624,0,0,0,346,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,20,8.045646588270381,84.585913738004,4.270439054226925,15.4,6.4,4.962829335871181,0,0,1,0,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,21,9.891063344649034,60.124431181028875,2.5510820381613515,9.2,14.2,1.915949580854809,0,0,1,69,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,22,9.4515706208736,69.15387267428551,6.8564067652179945,24.7,15.6,3.2823451557307015,0,1,0,11,Spring,No Holiday,Yes,Generated Seoul Data
19/03/2025,23,3.5270763719191187,65.48592181136931,4.507685090780694,16.2,16.8,-3.3757392658070193,0,0,0,37,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,0,11.611107535070904,48.332822872273404,2.111333110805222,7.6,13.4,1.277672109525584,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,1,11.139552967078838,66.2343542644721,6.875539444007496,24.8,12.6,4.386423819973259,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,2,13.432394760789423,56.66170349763091,4.238124768346531,15.3,13.1,4.764735460315604,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,3,16.30872992619611,66.36600604269454,4.172134702647645,15,13.4,9.581931134735019,0,0,0,4,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,4,14.761389978693504,47.1669579578684,5.008432510153429,18,14.1,4.194781570267184,0,1,0,0,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,5,13.088651142003204,61.37667492201454,6.239263402846406,22.5,14.4,5.363986126406112,0,0,1,0,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,6,14.91449134334602,68.8389776318738,4.79205922938508,17.3,9.2,8.68228686972078,0,1,0,88,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,7,17.889832248960158,66.10466964248315,3.4026199283278684,12.2,10.2,11.110766177456787,0.5694018992255456,0,0,300,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,8,15.717220607754058,68.96303971245429,4.612414477630774,16.6,16.6,9.509828550244915,1.0999999999999999,1,1,241,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,9,16.083389919457897,73.76282220439082,4.269358259056272,15.4,13,10.83595436033606,1.5556349186104046,1,0,269,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,10,11.731331737975168,67.84199959599717,2.818921920667642,10.1,10.3,5.299731657174601,1.905255888325765,0,0,83,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,11,10.61105141807153,69.08307222078903,1.8932417490994444,6.8,12.5,4.427665862229336,2.1250368178359507,0,0,79,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,12,11.306377349479346,69.33771377442716,0,0,14.1,5.173920104364778,2.2,0,1,105,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,13,15.845931275942792,71.12322963221744,4.0314084013201965,14.5,11.2,10.070577202386282,2.1250368178359507,0,1,166,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,14,9.988044101644702,58.673070292573534,4.256215669268043,15.3,14,1.7226581601594084,1.9052558883257653,2,0,130,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,15,6.136217069497217,51.14117257285514,5.483178754102781,19.7,14.2,-3.635548415931755,1.5556349186104048,0,0,43,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,16,6.378569211427429,51.37439666899466,4.017999175232326,14.5,16.3,-3.346551454773639,1.0999999999999999,0,2,35,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,17,9.427190751310604,77.30163968342237,4.914312704913925,17.7,15.6,4.887518687995078,0.5694018992255463,0,0,312,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,18,9.548930110274025,58.03972349182196,2.9123476752954236,10.5,11.2,1.1568748086384169,2.6942229581241775e-16,0,0,361,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,19,9.464574254917736,72.9457453356132,1.6214435228310216,5.8,15.8,4.0537233220403746,0,0,0,333,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,20,9.558938029525295,71.57677819825011,3.4413023533551463,12.4,11.9,3.8742936691753176,0,0,0,83,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,21,8.934957452303737,69.86278006297928,2.91755000819588,10.5,18.2,2.9075134648995933,0,0,0,28,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,22,12.237993690191248,49.364147946731066,4.252063645320423,15.3,11.4,2.1108232795374615,0,0,1,46,Spring,No Holiday,Yes,Generated Seoul Data
20/03/2025,23,9.63065188149282,80.48038299967489,0.8881868457904432,3.2,20.9,5.726728481427798,0,0,0,22,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,0,14.368472780357521,51.04725263231523,1.6540085548170589,6,16.1,4.577923306820567,0,1,1,0,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,1,12.488341685077822,65.56725166342056,4.308945324667992,15.5,18.8,5.601792017761935,0,1,1,0,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,2,11.02905239110828,83.50129783795123,6.009666640878641,21.6,15,7.729311958698526,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,3,9.636264600967431,48.183900043914484,3.9754897264800073,14.3,17.4,-0.7269553902496728,0,2,0,0,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,4,17.28953693725534,45.60753955201969,4.502630637416114,16.2,17.6,6.4110448476592765,0,1,0,0,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,5,13.419486273188141,61.85786085306183,2.6598502667456723,9.6,16.6,5.791058443800507,0,1,0,46,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,6,16.879889880981917,68.11813827396087,2.7037194090096772,9.7,12.1,10.50351753577409,0,0,1,93,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,7,12.845125774734154,71.18258591603397,5.1961781639799804,18.7,16.7,7.081642957940948,0.5694018992255456,0,0,238,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,8,16.384687083522582,72.57174232250536,2.5833829613787653,9.3,14.1,10.899035548023654,1.0999999999999999,0,0,274,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,9,15.503835489398112,58.56698333853544,2.3431711052595134,8.4,19.7,7.217232157105199,1.5556349186104046,0,0,311,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,10,10.60321357483133,57.37805014323789,6.552309959495306,23.6,17.8,2.0788236034789076,1.905255888325765,0,0,57,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,11,16.22250109794159,60.88548060492838,0.4710226439704748,1.7,16.2,8.399597218927266,2.1250368178359507,0,0,105,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,12,10.813896320842566,79.02326627428344,2.646352770339643,9.5,19.2,6.618549575699255,2.2,0,0,98,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,13,11.005561492369795,72.73618788793794,3.6252551727620665,13.1,16.5,5.552799069957384,2.1250368178359507,0,0,143,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,14,9.052577959642303,79.01895531153147,1.5476769246531847,5.6,15.1,4.856369021948597,1.9052558883257653,0,0,86,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,15,10.475367103150797,61.7177696726001,4.512797051323636,16.2,11.7,2.8189210376708163,1.5556349186104048,1,0,84,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,16,3.7083841001915703,74.6289195966796,3.4348787182599994,12.4,11,-1.3658319804725112,1.0999999999999999,0,0,78,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,17,7.181967256666487,47.141092211947765,2.001712975339101,7.2,14.5,-3.389814300943959,0.5694018992255463,2,0,274,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,18,12.321392273967469,50.4368173950656,2.797709160391065,10.1,14.6,2.408755752980589,2.6942229581241775e-16,0,0,372,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,19,8.98039115239272,89.44644776245651,6.396769557398855,23,12.4,6.869680704884023,0,0,0,280,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,20,6.43510088071465,56.833399846481306,3.8731401153318648,13.9,21,-2.1982191499890895,0,0,0,31,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,21,10.061013410946522,64.4993779361516,4.166108319575583,15,12.6,2.960888998176843,0,0,0,61,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,22,11.086516354117862,54.29999991137541,4.058501368819093,14.6,13.5,1.9465163363929427,0,0,0,37,Spring,No Holiday,Yes,Generated Seoul Data
21/03/2025,23,10.555646671122576,72.791183006892,3.511866194265051,12.6,12,5.113883272500975,0,1,1,25,Spring,No Holiday,Yes,Generated Seoul Data
22/03/2025,0,13.887577253749257,80.27563345748027,1.416494566317815,5.1,12.9,9.94270394524531,0,0,0,0,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,1,10.639584446416983,46.85168075685291,4.287502191900907,15.4,14.4,0.009920597787564489,0,0,0,0,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,2,9.173664368593796,56.36635439060351,4.538357658787958,16.3,19.1,0.4469352467144976,0,0,0,27,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,3,10.603033886468001,59.83048733336672,3.6459019125892924,13.1,15.5,2.569131353141344,0,0,0,0,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,4,14.607655121148152,66.64570818087292,3.869626772308833,13.9,14,7.936796757322735,0,0,1,11,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,5,15.742363414242407,67.72278416618646,2.2135518262228016,8,15.4,9.2869202474797,0,0,0,33,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,6,14.08277258493979,68.11500071723485,5.325834570767267,19.2,17.2,7.705772728386759,0,0,0,85,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,7,12.292347545256304,57.10021757750216,5.144439652504243,18.5,9.5,3.712391060756735,0.5694018992255456,0,0,258,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,8,12.945642888941443,69.47141105156506,5.664359880941097,20.4,19.1,6.839925099254454,1.0999999999999999,0,0,253,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,9,18.563880273153842,90,5.562256347273479,20,10.5,16.563880273153842,1.5556349186104046,1,0,225,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,10,11.617322440705255,74.79141027752797,1.5386017293084615,5.5,17,6.5756044962108495,1.905255888325765,0,0,114,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,11,10.994117460421476,70.20458693736259,3.4288906667326122,12.3,11,5.035034847893995,2.1250368178359507,0,0,116,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,12,14.634141789979271,76.50223035313937,1.8946449608013483,6.8,15.5,9.934587860607145,2.2,1,0,154,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,13,10.544506025640437,66.06067089822122,3.5905208580434413,12.9,16.7,3.756640205284681,2.1250368178359507,1,0,122,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,14,10.43323604824978,86.36317896067618,3.0422101198077884,11,7,7.705871840385016,1.9052558883257653,1,0,167,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,15,9.775075602120804,56.972579676228634,4.84436400239818,17.4,13.1,1.1695915373665304,1.5556349186104048,0,0,86,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,16,7.875597327789018,63.43984103819951,4.403414283332701,15.9,15,0.5635655354289204,1.0999999999999999,0,0,72,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,17,4.257966626762974,69.2996747886928,5.585376824188766,20.1,15.3,-1.8820984154984668,0.5694018992255463,0,0,320,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,18,9.817069275714115,53.193751165037646,3.961393866746163,14.3,14.9,0.45581950872164434,2.6942229581241775e-16,0,0,323,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,19,8.865570468241447,75.0147394526704,3.81161243159941,13.7,15,3.8685183587755265,0,0,0,356,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,20,7.733495924496448,56.52182360703313,6.72499882014876,24.2,12.3,-0.9621393540969274,0,0,0,75,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,21,7.548173995338981,53.28050430360494,4.16573883375791,15,14,-1.7957251439400306,0,0,0,31,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,22,12.998325254304572,66.56776226785902,5.774778564872285,20.8,17.6,6.311877707876376,0,0,1,25,Spring,Holiday,Yes,Generated Seoul Data
22/03/2025,23,13.131476321631778,58.62006811868593,7.167439721131772,25.8,20.2,4.855489945368964,0,0,0,71,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,0,12.074184063518876,55.79421195453151,2.5507576483024166,9.2,18,3.233026454425179,0,0,0,28,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,1,14.845571527267342,86.92284096914211,4.02435891743602,14.5,10.9,12.230139721095766,0,0,0,8,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,2,15.213618485857513,65.31580910938544,2.5923601777672634,9.3,17.9,8.276780307734601,0,0,0,31,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,3,17.04547427342382,70.5219327825247,3.616152111585758,13,17.3,11.14986082992876,0,0,0,0,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,4,13.473151544446509,47.27650133320325,3.975624667751733,14.3,12.4,2.928451811087159,0,1,0,11,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,5,17.55941481244186,63.34230369904016,2.372016703093458,8.5,18.6,10.227875552249893,0,0,0,7,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,6,13.847880216218746,68.62851485968827,4.990911929293016,18,12.8,7.573583188156399,0,2,0,77,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,7,22.53591923528351,55.31798095235983,6.018059088049287,21.7,12,13.599515425755477,0.5694018992255456,0,0,315,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,8,13.748834668423584,90,1.155072159661501,4.2,11,11.748834668423584,1.0999999999999999,0,0,292,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,9,18.464440129532512,69.27795936892625,3.2542798906266928,11.7,19.7,12.320032003317761,1.5556349186104046,0,0,297,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,10,19.710364938380536,70.61231127135122,1.2799160995917824,4.6,16,13.832827192650779,1.905255888325765,0,0,145,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,11,12.3930269331516,59.885250484987,4.623212187674934,16.6,21.2,4.370077030148998,2.1250368178359507,0,0,104,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,12,14.199186430441149,53.502892501365665,2.9544382838958003,10.6,11,4.899764930714282,2.2,1,0,180,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,13,11.903632043053436,80.60996867930216,3.7181336823968123,13.4,13.3,8.025625778913867,2.1250368178359507,2,0,140,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,14,11.728499345384115,63.01400223326281,3.0907461442527735,11.1,18.6,4.331299792036677,1.9052558883257653,0,0,163,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,15,10.112155326850433,69.60779898251224,5.00969320604299,18,15.3,4.03371512335288,1.5556349186104048,0,0,91,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,16,9.98366453472844,64.87516013502858,3.2837360938455156,11.8,17.6,2.958696561734156,1.0999999999999999,0,1,60,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,17,6.185702611532343,89.85197776518226,3.0555462795765487,11,14.7,4.156098164568794,0.5694018992255463,1,0,314,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,18,8.245730022565363,55.36842002096933,0,0,15.9,-0.6805859732407704,2.6942229581241775e-16,2,0,329,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,19,3.819690318372931,60.55990240845156,2.865630035845248,10.3,14.6,-4.068329199936756,0,0,0,363,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,20,10.606842270017854,51.23667775483254,2.3143775869722623,8.3,12.1,0.8541778209843613,0,0,0,77,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,21,8.323933262420676,82.85258127398079,3.1273586767054073,11.3,12.8,4.894449517216834,0,1,1,2,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,22,12.734670201593978,62.84209671556846,5.630173796743151,20.3,19.9,5.30308954470767,0,0,0,53,Spring,Holiday,Yes,Generated Seoul Data
23/03/2025,23,7.954038666863445,74.14428332978824,3.3398218583809403,12,12.2,2.7828953328210924,0,0,0,98,Spring,Holiday,Yes,Generated Seoul Data
24/03/2025,0,10.735151073737102,67.03407500266692,2.7534676748666227,9.9,17.4,4.141966074270487,0,1,0,0,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,1,15.252369317138601,61.34191804685034,2.778261662493462,10,20.5,7.520752926508669,0,1,0,33,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,2,16.218426505181966,60.27840025444887,5.8014705883186615,20.9,9.7,8.27410655607174,0,1,0,0,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,3,16.5939588583502,63.26096301683663,4.612448103621464,16.6,11.3,9.246151461717524,0,2,2,0,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,4,20.852348857800553,90,5.007417662542295,18,13.1,18.852348857800553,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,5,13.89259670684841,86.73041474301758,2.5729905977247975,9.3,12.4,11.238679655451925,0,0,0,0,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,6,15.263438919294035,39.343401913424714,2.9613369627081823,10.7,19,3.132119301978978,0,1,0,74,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,7,15.392602838707663,62.58235217992801,0.638560767423642,2.3,15.9,7.909073274693265,0.5694018992255456,2,0,252,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,8,18.015778934749342,66.60099632404109,0.6719655707678829,2.4,19.5,11.33597819955756,1.0999999999999999,0,0,302,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,9,12.393052997817135,69.33069094283508,4.4114272293056,15.9,18,6.25919118638415,1.5556349186104046,0,0,261,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,10,13.157790883818521,66.23134815557778,5.045546662933161,18.2,13.8,6.404060514934076,1.905255888325765,0,0,88,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,11,10.473608562086753,64.69419788067361,3.9643503752141354,14.3,13.6,3.4124481382214755,2.1250368178359507,1,0,90,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,12,14.644068672761966,70.25161215427721,2.2171875447483114,8,16.5,8.69439110361741,2.2,0,0,185,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,13,12.152617854201765,81.08174538462919,3.8040424711552454,13.7,14.9,8.368966931127602,2.1250368178359507,1,0,107,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,14,8.673612748478835,60.56395270023082,3.739980207273939,13.5,12.8,0.7864032885249994,1.9052558883257653,0,0,137,Spring,No Holiday,Yes,Generated Seoul Data
24/03/2025,15,13.059030588664694,54.06648656423802,4.184998756038026,15.1,20.2,3.872327901512298,1.5556349186104048,0,0,104,Spring,No Holiday,Yes,Generated Seoul Data
